"name","birthDate","birthPlace","height","weight","startYear","endYear","leagues","positions","teams","awards"
"Max Abmas",2001-04-02,"Rockwall, Texas",1.8288,79380.0,,,"Summit League","Point guard, Shooting guard","Oral Roberts Golden Eagles men's basketball","List of NCAA Division I men's basketball season scoring leaders, Lou Henson Award, Summit League, Summit League Men's Basketball Player of the Year, Summit League Men's Basketball Tournament"
"Mike Kelly (basketball)",1967-11-20,"Santa Barbara, California",,95000.0,1989-01-01,2005-01-01,"National Basketball League (Australia)","Shooting guard, Small forward","Perth Wildcats","Golden State Athletic Conference, NBL Best Defensive Player Award, NBL Grand Final Most Valuable Player Award"
"Igor Mihajlovski",1973-12-24,"Socialist Republic of Macedonia",,,1988-01-01,2003-01-01,"Macedonian First League (basketball)","Basketball positions, Coach (sport)","KK Rabotnički","Macedonian First League (basketball), North Macedonian Basketball Cup, Rosters of the champion and finalist teams of EuroLeague"
"Tai Wynyard",1998-02-05,"Auckland",2.0828,115668.0,2014-01-01,,"National Basketball League (New Zealand)","Center (basketball), Power forward (basketball)","Taranaki Airs","List of NBL champions"
"Milovan Drašković",1995-03-30,"Nikšić",2.13995,108864.0,2011-01-01,,"Greek A2 Basket League","Center (basketball), Power forward (basketball)","ASK Karditsas B.C.","Greek A2 Basket League"
"Ioannis Psathas",1983-04-11,"Chalkidiki",1.9812,97977.6,2004-01-01,,"Greek A2 Basket League","Power forward (basketball), Small forward","Psychiko B.C.","Greek A2 Basket League"
"Ioannis Molfetas",1992-01-28,"Patras",1.9558,88905.6,2012-01-01,,"Greek Basket League","Small forward","Apollon Patras B.C.","Greek A2 Basket League"
"Michael Vigor",1990-09-17,"Westhill, Aberdeenshire",,98000.0,2008-01-01,,"NBL1 West","Center (basketball), Power forward (basketball)","Willetton Tigers","List of NBL champions, List of NBL1 West champions, State Basketball League Most Improved Player Award"
"Maya Moore",1989-06-11,"Jefferson City, Missouri",,79380.0,2011-01-01,,"Women's National Basketball Association","Small forward","Minnesota Lynx","All-WNBA Team, Gatorade Player of the Year awards, WNBA All-Rookie Team, Wade Trophy"
"Kenny Gabriel",1989-07-03,"Charlotte, North Carolina",,99000.0,2012-01-01,,"Lega Basket","Power forward (basketball)","Pallacanestro Brescia","Greek Basketball Cup, HEBA Greek All-Star Game"
"Miralem Halilović",1991-07-22,"Socialist Federal Republic of Yugoslavia",,107000.0,2007-01-01,,"EuroCup Basketball","Center (basketball), Power forward (basketball)","Metropolitans 92","HT Premijer liga"
"Miralem Halilović",1991-07-22,"Socialist Republic of Bosnia and Herzegovina",,107000.0,2007-01-01,,"EuroCup Basketball","Center (basketball), Power forward (basketball)","Metropolitans 92","HT Premijer liga"
"Petar Nikolić",1993-09-25,"North Macedonia",,,2014-01-01,,"Macedonian First League (basketball)","Basketball positions","KK Kumanovo","Macedonian First League (basketball)"
"Igor Marić (basketball)",1985-07-23,"Socialist Republic of Bosnia and Herzegovina",,,2003-01-01,,"Úrvalsdeild karla (basketball)","Small forward","ÍR men's basketball","Slovak Basketball League"
"Gregg Popovich",1949-01-28,"East Chicago, Indiana",1.905,,,,"National Basketball Association","Basketball positions","San Antonio Spurs","List of NBA champions"
"Gregg Popovich",1949-01-28,"East Chicago, Indiana",1.905,,,,"National Basketball Association","Head coach","San Antonio Spurs","List of NBA champions"
"Kenny Williams (basketball, born 1996)",1996-11-18,"Richmond, Virginia",1.9304,83916.0,2019-01-01,,"Greek Basket League","Shooting guard","Kolossos Rodou B.C.","List of NCAA Division I men's basketball champions"
"Mitch McCarron",1992-06-30,"Alice Springs",,97000.0,2010-01-01,,"National Basketball League (Australia)","Shooting guard","Adelaide 36ers","All-NBL Team, NBL1 North, Rocky Mountain Athletic Conference"
"Mirko Mulalić",1988-04-16,"Ljubljana",,90000.0,2007-01-01,,"ABA League","Shooting guard","KK Cedevita Olimpija","Slovenian Basketball Cup"
"Tad Dufelmeier",1996-02-09,"Canberra",,79000.0,2013-01-01,,"National Basketball League (Australia)","Point guard","Adelaide 36ers","Pacific West Conference"
"Mitch Norton",1993-04-01,"Townsville",,90000.0,2011-01-01,,"National Basketball League (Australia)","Point guard","Perth Wildcats","NBL1 North"
"Igor Mijajlović",1984-07-03,"Socialist Federal Republic of Yugoslavia",,80000.0,2004-01-01,,"Basketball League of Serbia","Point guard","KK Metalac Valjevo","Macedonian First League (basketball)"
"Igor Mijajlović",1984-07-03,"Socialist Republic of Serbia",,80000.0,2004-01-01,,"Basketball League of Serbia","Point guard","KK Metalac Valjevo","Macedonian First League (basketball)"
"Miloš Dimić",1989-10-17,"Socialist Republic of Serbia",,83000.0,2009-01-01,,"Basketball League of Serbia","Shooting guard","KK Vršac","BLS Super League MVP"
"Miloš Teodosić",1987-03-19,"Socialist Republic of Serbia",,90000.0,2004-01-01,,"EuroCup Basketball, Lega Basket","Point guard, Shooting guard","Virtus Bologna","All-EuroLeague Team, Greek Basketball Cup, LBA Finals MVP, VTB United League Playoffs MVP"
"Miha Vašl",1992-03-02,"Slovenia",1.7018,86184.0,2008-01-01,,"Premier A Slovenian Basketball League","Shooting guard","KD Hopsi Polzela","Slovak Basketball League"
"Michael Weathers",1997-08-05,"Roeland Park, Kansas",1.905,79380.0,,,"American Athletic Conference","Point guard","SMU Mustangs men's basketball","Mid-American Conference, Southwestern Athletic Conference"
"Kario Oquendo",2000-01-28,"Titusville, Florida",1.9304,97524.0,,,"Southeastern Conference","Shooting guard","Georgia Bulldogs basketball","Southern Conference (NJCAA)"
"Keno Davis",1972-03-10,"Easton, Pennsylvania",1.8796,97524.0,,,"The Basketball League","Head coach","Flint United","Mid-American Conference"
"Tab Baldwin",1958-05-16,"Jacksonville, Florida",1.8796,81648.0,,,"University Athletic Association of the Philippines","Head coach","Ateneo Blue Eagles","PBA Developmental League"
"Teemu Rannikko",1980-09-09,"Turku",1.8923,88452.0,1996-01-01,,"Korisliiga","Point guard, Shooting guard","Vilpas Vikings","2014–15 Korisliiga season, 2015–16 Korisliiga season, 2016–17 Korisliiga season, Finnish Basketball Cup, Finnish Basketball Player of the Year, Korisliiga, Korisliiga Finals MVP, Korisliiga Most Valuable Player, Premier A Slovenian Basketball League, Russian Basketball Cup, Slovenian Basketball Cup"
"Erwin Dudley",1981-10-02,"Uniontown, Alabama",2.0447,111132.0,2004-01-01,2018-01-01,"Basketbol Süper Ligi","Center (basketball), Power forward (basketball)","Sakarya Büyükşehir Belediyesi S.K.","Basketbol Süper Ligi, FIBA EuroChallenge, FIBA EuroCup All-Star Day, NCAA Men's Basketball All-Americans, Southeastern Conference Men's Basketball Player of the Year, Turkish Basketball Cup, Turkish Basketball Presidential Cup"
"Sani Bečirovič",1981-05-19,"Socialist Republic of Slovenia",1.9558,95256.0,1995-01-01,2015-01-01,"ABA League, EuroCup Basketball, Premier A Slovenian Basketball League","Point guard, Shooting guard, Sporting director","KK Cedevita Olimpija","2007–08 Greek Basket League, EuroLeague, FIBA U18 European Championship, FIBA U20 European Championship, Greek Basket League, Greek Basketball Cup, HEBA Greek All-Star Game, Italian Basketball Cup, Premier A Slovenian Basketball League, Slovenian Basketball Cup"
"Aleksandar Đorđević",1967-08-26,"Belgrade",1.905,90000.0,1983-01-01,2005-01-01,"EuroLeague","Point guard","Fenerbahçe S.K. (basketball)","50 Greatest EuroLeague Contributors (2008), Basketball Champions League, DSL Sport, First Federal Basketball League, Liga ACB, Yugoslav Basketball Cup"
"Predrag Drobnjak",1975-10-27,"Socialist Federal Republic of Yugoslavia",2.0066,132000.0,1992-01-01,2011-01-01,"National Basketball Association","Power forward (basketball)","Sacramento Kings","ABA League, FIBA EuroStars, Turkish Basketball Cup, Turkish Basketball Presidential Cup"
"Aleksandar Đorđević",1967-08-26,"Socialist Republic of Serbia",1.8542,90000.0,1983-01-01,2005-01-01,"EuroLeague","Coach (basketball)","Fenerbahçe S.K. (basketball)","Mr. Europa"
"Aleksandar Đorđević",1967-08-26,"Socialist Republic of Serbia",1.9558,90000.0,1983-01-01,2005-01-01,"EuroLeague","Coach (basketball)","Fenerbahçe S.K. (basketball)","1998–99 FIBA Korać Cup, 1999–2000 ACB season"
"Aleksandar Đorđević",1967-08-26,"Socialist Republic of Serbia",1.89865,90000.0,1983-01-01,2005-01-01,"EuroLeague","Point guard","Fenerbahçe S.K. (basketball)","1998–99 ACB season, 1998–99 FIBA Korać Cup, 1999–2000 ACB season, BBL-Pokal, FIBA EuroStars, Lega Basket"
"Aleksandar Đorđević",1967-08-26,"Socialist Republic of Serbia",2.0447,90000.0,1983-01-01,2005-01-01,"Basketbol Süper Ligi","Coach (basketball)","Fenerbahçe S.K. (basketball)","1991–92 YUBA League, 1992–93 FIBA Korać Cup, 1998–99 ACB season, 1998–99 FIBA Korać Cup, 1999–2000 ACB season, 50 Greatest EuroLeague Contributors (2008), BBL-Pokal, FIBA EuroStars, First Federal Basketball League, Lega Basket, Liga ACB, Yugoslav Basketball Cup"
"Ergin Ataman",1966-01-07,"Istanbul",0.0,94348.8,1984-01-01,1996-01-01,"EuroLeague","Head coach","Anadolu Efes S.K.","FIBA EuroChallenge, FIBA Korać Cup, FIBA Saporta Cup"
"Walter De Raffaele",1968-10-31,"Italy",1.8796,93895.2,1987-01-01,1997-01-01,"Lega Basket","Head coach","Reyer Venezia","Italian Basketball Cup, Lega Basket"
"Željko Pavličević",1951-03-26,"Socialist Federal Republic of Yugoslavia",1.9304,90000.0,1969-01-01,1975-01-01,"ASEAN Basketball League, Hong Kong A1 Division Championship","Coach (basketball)","Eastern Sports Club (basketball)","EuroLeague, Krešimir Ćosić Cup"
"İbrahim Kutluay",1974-01-07,"Turkey",1.9812,90720.0,1993-01-01,2009-01-01,"Basketbol Süper Ligi","General manager (basketball), Shooting guard","Darüşşafaka Basketbol","2002–03 Greek Basket League, 2005–06 Turkish Basketball League, Alphonso Ford EuroLeague Top Scorer Trophy, Basketbol Süper Ligi, Basketbol Süper Ligi Mr. King, EuroLeague, FIBA EuroStars, Greek Basket League, Greek Basketball Cup, Greek Basketball Cup MVP, HEBA Greek All-Star Game, Turkish Basketball All-Star Game, Turkish Basketball Cup, Turkish Basketball Presidential Cup"
"Aleksandar Đorđević",1967-08-26,"Belgrade",2.0828,90000.0,1983-01-01,2005-01-01,"Basketbol Süper Ligi, EuroLeague","Coach (basketball), Point guard","Fenerbahçe S.K. (basketball)","Awards of Olympic Committee of Serbia, Basketball Champions League, DSL Sport, EuroLeague, FIBA EuroBasket MVP, FIBA Korać Cup, Greek Basketball Cup, Lega Basket All Star Game, Mr. Europa"
"Aleksandar Đorđević",1967-08-26,"Socialist Republic of Serbia",1.9812,90000.0,1983-01-01,2005-01-01,"Basketbol Süper Ligi","Point guard","Fenerbahçe S.K. (basketball)","1992–93 FIBA Korać Cup, 1998–99 ACB season, 1998–99 FIBA Korać Cup, 1999–2000 ACB season, 50 Greatest EuroLeague Contributors (2008), BBL-Pokal, Basketball Champions League, DSL Sport, FIBA EuroBasket MVP, FIBA EuroStars, FIBA Korać Cup, First Federal Basketball League, Lega Basket, Liga ACB, Yugoslav Basketball Cup"
"Sandrine Gruda",1987-06-25,"Provence-Alpes-Côte d'Azur",1.9304,83916.0,2005-01-01,,"Lega Basket Femminile","Center (basketball)","PF Schio","FIBA Europe Women's Player of the Year Award, FIBA Europe Young Women's Player of the Year Award, WNBA Finals"
"Dorian Finney-Smith",1993-05-04,"Portsmouth, Virginia",2.0066,99792.0,2016-01-01,,"National Basketball Association","Power forward (basketball), Small forward","Dallas Mavericks","Atlantic Coast Conference, Southeastern Conference"
"Will Davis (basketball)",1992-11-09,"Yolo County, California",2.032,99792.0,2015-01-01,,"NBA G League","Center (basketball), Power forward (basketball)","College Park Skyhawks","Big West Conference"
"Šime Špralja",1983-12-06,"Zadar",2.0574,106142.0,2000-01-01,,"HT Premijer liga","Center (basketball), Power forward (basketball)","KK Sonik-Puntamika","ABA League, Krešimir Ćosić Cup, Mirza Delibašić Cup"
"Alex Len",1993-06-16,"Antratsyt",2.1336,113400.0,2010-01-01,,"National Basketball Association","Center (basketball)","Sacramento Kings","Ukrainian Basketball Cup"
"Wang Zhelin",1994-01-20,"Fujian",2.1336,122472.0,2012-01-01,,"Chinese Basketball Association","Center (basketball)","Shanghai Sharks","2012–13 Chinese Basketball Association season, 2016–17 Chinese Basketball Association season, 2018–19 Chinese Basketball Association season, CBA Most Valuable Player, Chinese Basketball Association"
"Wang Zhelin",1994-01-20,"Fuzhou",2.1336,122472.0,2012-01-01,,"Chinese Basketball Association","Center (basketball)","Shanghai Sharks","2012–13 Chinese Basketball Association season, 2016–17 Chinese Basketball Association season, 2018–19 Chinese Basketball Association season, CBA Most Valuable Player, Chinese Basketball Association"
"Semih Erden",1986-07-28,"Istanbul",2.1082,115668.0,2003-01-01,,"Basketbol Süper Ligi","Center (basketball)","Karşıyaka Basket","Basketbol Süper Ligi, Turkish Basketball Cup, Turkish Basketball Presidential Cup, YUBA League"
"Šime Špralja",1983-12-06,"Socialist Republic of Croatia",2.0574,106142.0,2000-01-01,,"HT Premijer liga","Center (basketball), Power forward (basketball)","KK Sonik-Puntamika","ABA League, Krešimir Ćosić Cup, Mirza Delibašić Cup"
"Erik McCree",1993-12-20,"Orlando, Florida",2.0066,103421.0,2017-01-01,,"Basketbol Süper Ligi","Power forward (basketball), Small forward","Gaziantep Basketbol","Conference USA"
"Ater Majok",1987-07-04,"Khartoum",2.0828,106142.0,2010-01-01,,"Championnat National A","Center (basketball), Power forward (basketball)","Ezzahra Sports","Belarusian Premier League (basketball), Championnat National A, National Basketball League (China), ProA, Slovak Basketball Cup"
"Dragan Apić",1995-10-03,"Serbia and Montenegro",1.9304,105000.0,2012-01-01,,"Polish Basketball League","Center (basketball), Power forward (basketball)","Zastal Zielona Góra","ABA League Top Scorer, Montenegrin Basketball Cup, Prva A Liga"
"Dušan Tanasković",2001-02-23,"Serbia and Montenegro",2.0066,103000.0,2018-01-01,,"Basketball League of Serbia","Power forward (basketball)","KK Dunav Stari Banovci","Radivoj Korać Cup"
"Alen Omić",1992-05-06,"Republic of Bosnia and Herzegovina",2.159,111000.0,2009-01-01,,"Premier A Slovenian Basketball League","Center (basketball)","KK Cedevita Olimpija","Basketball League of Serbia, EuroCup Basketball All-EuroCup Team"
"Alen Omić",1992-05-06,"Republic of Bosnia and Herzegovina",1.9304,111000.0,2009-01-01,,"Premier A Slovenian Basketball League","Center (basketball)","KK Cedevita Olimpija","Slovenian Basketball Cup"
"Alen Omić",1992-05-06,"Tuzla",2.0574,111000.0,2009-01-01,,"Premier A Slovenian Basketball League","Center (basketball)","KK Cedevita Olimpija","EuroCup Basketball, Premier A Slovenian Basketball League, Slovenian Basketball Supercup"
"Predrag Samardžiski",1986-04-11,"Skopje",2.032,124740.0,2004-01-01,,"Macedonian First League (basketball)","Center (basketball)","KK EuroNickel 2005","2018–19 Macedonian First League, ABA League"
"Sanja Orozović",1990-05-11,"Socialist Federal Republic of Yugoslavia",2.0828,79000.0,2006-01-01,,"Úrvalsdeild kvenna (basketball)","Power forward (basketball)","Fjölnir women's basketball","Icelandic Women's Basketball Supercup"
"Moustapha Fall",1992-02-23,"Paris",2.0574,124000.0,2011-01-01,,"EuroLeague","Center (basketball)","Olympiacos B.C.","2020–21 Pro A season"
"Domagoj Vuković",1993-10-29,"Rijeka",1.8796,108864.0,2011-01-01,,"HT Premijer liga","Power forward (basketball)","KK Zadar","Krešimir Ćosić Cup"
"Alexander Ermolinskij",1959-11-11,"Vologda",2.0828,95256.0,,,"Russian Women's Basketball Premier League","Center (basketball)","Nadezhda Orenburg","USSR Premier Basketball League"
"Scottie Barnes",2001-08-01,"West Palm Beach, Florida",2.0066,102060.0,2021-01-01,,"National Basketball Association","Small forward","Toronto Raptors","Atlantic Coast Conference, Atlantic Coast Conference Men's Basketball Rookie of the Year, List of All-Atlantic Coast Conference men's basketball teams, McDonald's All-American Game"
"Austin Rivers",1992-08-01,"Santa Monica, California",1.905,90720.0,2012-01-01,,"National Basketball Association","Point guard, Shooting guard","Denver Nuggets","Atlantic Coast Conference, Atlantic Coast Conference Men's Basketball Rookie of the Year, Florida Mr. Basketball, List of All-Atlantic Coast Conference men's basketball teams, McDonald's All-American Game, NCAA Men's Basketball All-Americans, Naismith Prep Player of the Year Award, Parade All-America Boys Basketball Team"
